project_id,founded,SIC,SIC2,CLS,health_social,healthcare,smallcompanies,currentasset,currentliabilities,currentratio,calledupshare,totalequity,employee-owned,group,dissolved,allocatedshares,aggregatevalue,shareholder,shareholder2,totalissueshares,reported,mutuals,spinout 
location290,2013,"87200 - Residential care activities for learning difficulties, mental health and substance abuse","87300 - Residential care activities for the elderly and disabled
88100 - Social work activities without accommodation for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",1,socialcare,0,,2881012,2108146,,,832696,0,0,0,100,100,,"NORFOLK COUNTY COUNCIL, INDEPENDENCE STAFF MATTERS LIMITED ",100,2017,1,1
location291,2013,"87200 - Residential care activities for learning difficulties, mental health and substance abuse","87300 - Residential care activities for the elderly and disabled
88100 - Social work activities without accommodation for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",1,socialcare,0,,2881012,2108146,,,832696,0,0,0,100,100,,"NORFOLK COUNTY COUNCIL, INDEPENDENCE STAFF MATTERS LIMITED ",100,2017,1,1
location292,2013,"87200 - Residential care activities for learning difficulties, mental health and substance abuse","87300 - Residential care activities for the elderly and disabled
88100 - Social work activities without accommodation for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",1,socialcare,0,,2881012,2108146,,,832696,0,0,0,100,100,,"NORFOLK COUNTY COUNCIL, INDEPENDENCE STAFF MATTERS LIMITED ",100,2017,1,1
location293,2013,"87200 - Residential care activities for learning difficulties, mental health and substance abuse","87300 - Residential care activities for the elderly and disabled
88100 - Social work activities without accommodation for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",1,socialcare,0,,2881012,2108146,,,832696,0,0,0,100,100,,"NORFOLK COUNTY COUNCIL, INDEPENDENCE STAFF MATTERS LIMITED ",100,2017,1,1
location294,2013,"87200 - Residential care activities for learning difficulties, mental health and substance abuse","87300 - Residential care activities for the elderly and disabled
88100 - Social work activities without accommodation for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",1,socialcare,0,,2881012,2108146,,,832696,0,0,0,100,100,,"NORFOLK COUNTY COUNCIL, INDEPENDENCE STAFF MATTERS LIMITED ",100,2017,1,1
location235,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location236,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location237,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location238,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location239,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location240,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location241,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location242,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location243,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location244,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location245,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location246,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location654,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location655,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location656,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location657,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location658,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location659,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location660,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location661,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location662,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location663,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location664,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location665,2008,86210 - General medical practice activities,,1,healthcare,1,1,1057161,656440,2,,424600,0,0,0,91760,91760,,individuals ,89937,2019,0,0
location367,.,.,.,999,999,999,,,,,,,,,,,,,,,2019,0,0
location368,.,.,.,999,999,999,,,,,,,,,,,,,,,2019,0,0
location369,.,.,.,999,999,999,,,,,,,,,,,,,,,2019,0,0
location370,.,.,.,999,999,999,,,,,,,,,,,,,,,2019,0,0
location371,.,.,.,999,999,999,,,,,,,,,,,,,,,2019,0,0
location372,.,.,.,999,999,999,,,,,,,,,,,,,,,2019,0,0
location708,2014,88100 - Social work activities without accommodation for the elderly and disabled,,0,socialcare,0,1,112847,24602,,,32351,0,0,0,,,,,,2019,0,0
location709,2014,88100 - Social work activities without accommodation for the elderly and disabled,,0,socialcare,0,1,112847,24602,,,32351,0,0,0,,,,,,2019,0,0
location710,2014,88100 - Social work activities without accommodation for the elderly and disabled,,0,socialcare,0,1,112847,24602,,,32351,0,0,0,,,,,,2019,0,0
location711,2014,88100 - Social work activities without accommodation for the elderly and disabled,,0,socialcare,0,1,112847,24602,,,32351,0,0,0,,,,,,2019,0,0
location712,2014,88100 - Social work activities without accommodation for the elderly and disabled,,0,socialcare,0,1,112847,24602,,,32351,0,0,0,,,,,,2019,0,0
location713,2014,88100 - Social work activities without accommodation for the elderly and disabled,,0,socialcare,0,1,112847,24602,,,32351,0,0,0,,,,,,2019,0,0
location427,2014,82990 - Other business support service activities not elsewhere classified,,0,socialcare,0,1,186299,66887,,,285421,0,0,0,,,,,,2019,0,0
location428,2014,82990 - Other business support service activities not elsewhere classified,,0,socialcare,0,1,186299,66887,,,285421,0,0,0,,,,,,2019,0,0
location429,2014,82990 - Other business support service activities not elsewhere classified,,0,socialcare,0,1,186299,66887,,,285421,0,0,0,,,,,,2019,0,0
location430,2014,82990 - Other business support service activities not elsewhere classified,,0,socialcare,0,1,186299,66887,,,285421,0,0,0,,,,,,2019,0,0
location431,2014,82990 - Other business support service activities not elsewhere classified,,0,socialcare,0,1,186299,66887,,,285421,0,0,0,,,,,,2019,0,0
location432,2014,82990 - Other business support service activities not elsewhere classified,,0,socialcare,0,1,186299,66887,,,285421,0,0,0,,,,,,2019,0,0
location1054,2014,82990 - Other business support service activities not elsewhere classified,,0,socialcare,0,1,186299,66887,,,285421,0,0,0,,,,,,2019,0,0
location1055,2014,82990 - Other business support service activities not elsewhere classified,,0,socialcare,0,1,186299,66887,,,285421,0,0,0,,,,,,2019,0,0
location1056,2014,82990 - Other business support service activities not elsewhere classified,,0,socialcare,0,1,186299,66887,,,285421,0,0,0,,,,,,2019,0,0
location1057,2014,82990 - Other business support service activities not elsewhere classified,,0,socialcare,0,1,186299,66887,,,285421,0,0,0,,,,,,2019,0,0
location1058,2014,82990 - Other business support service activities not elsewhere classified,,0,socialcare,0,1,186299,66887,,,285421,0,0,0,,,,,,2019,0,0
location1059,2014,82990 - Other business support service activities not elsewhere classified,,0,socialcare,0,1,186299,66887,,,285421,0,0,0,,,,,,2019,0,0
location271,2011,86210 - General medical practice activities,,1,healthcare,1,0,438581,282111,2,,168468,0,0,0,5,5,,individuals ,5,2018,1,1
location272,2011,86210 - General medical practice activities,,1,healthcare,1,0,438581,282111,2,,168468,0,0,0,5,5,,individuals ,5,2018,1,1
location273,2011,86210 - General medical practice activities,,1,healthcare,1,0,438581,282111,2,,168468,0,0,0,5,5,,individuals ,5,2018,1,1
location274,2011,86210 - General medical practice activities,,1,healthcare,1,0,438581,282111,2,,168468,0,0,0,5,5,,individuals ,5,2018,1,1
location275,2011,86210 - General medical practice activities,,1,healthcare,1,0,438581,282111,2,,168468,0,0,0,5,5,,individuals ,5,2018,1,1
location276,2011,86210 - General medical practice activities,,1,healthcare,1,0,438581,282111,2,,168468,0,0,0,5,5,,individuals ,5,2018,1,1
location277,2011,86210 - General medical practice activities,,1,healthcare,1,0,438581,282111,2,,168468,0,0,0,5,5,,individuals ,5,2018,1,1
location278,2011,86210 - General medical practice activities,,1,healthcare,1,0,438581,282111,2,,168468,0,0,0,5,5,,individuals ,5,2018,1,1
location278,2011,86210 - General medical practice activities,,1,healthcare,1,0,438581,282111,2,,168468,0,0,0,5,5,,individuals ,5,2018,1,1
location279,2011,86210 - General medical practice activities,,1,healthcare,1,0,438581,282111,2,,168468,0,0,0,5,5,,individuals ,5,2018,1,1
location279,2011,86210 - General medical practice activities,,1,healthcare,1,0,438581,282111,2,,168468,0,0,0,5,5,,individuals ,5,2018,1,1
location280,2011,86210 - General medical practice activities,,1,healthcare,1,0,438581,282111,2,,168468,0,0,0,5,5,,individuals ,5,2018,1,1
location281,2011,86210 - General medical practice activities,,1,healthcare,1,0,438581,282111,2,,168468,0,0,0,5,5,,individuals ,5,2018,1,1
location282,2011,86210 - General medical practice activities,,1,healthcare,1,0,438581,282111,2,,168468,0,0,0,5,5,,individuals ,5,2018,1,1
provider193,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider194,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider195,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider196,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider197,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider198,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider199,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider200,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider201,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider202,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider203,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider204,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider205,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider206,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider207,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider208,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider209,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider210,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider211,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider212,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider213,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider214,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider215,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider216,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider217,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider218,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider219,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider220,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider221,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider222,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider223,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider224,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider225,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider226,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider227,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider228,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider229,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider230,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider231,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider232,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider233,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider234,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider235,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider236,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider237,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider238,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider239,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider240,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider241,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider242,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider243,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider244,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider245,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider246,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider247,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider248,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider249,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider250,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider251,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider252,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider253,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider254,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider255,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider256,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider257,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider258,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider259,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider260,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider261,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider262,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider263,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider264,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider265,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider266,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider267,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider268,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider269,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider270,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider271,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider272,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider273,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider274,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider275,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider276,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider277,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider278,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider279,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider280,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider281,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider282,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider283,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider284,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider285,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider286,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider287,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider288,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider289,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider290,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider291,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider292,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider293,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider294,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider295,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider296,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider297,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider298,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider299,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
provider300,2011,86101 - Hospital activities,,0,healthcare,1,0,15765283,10747390,,,6403141,0,1,0,,,,,,2019,0,1
location1,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location2,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location3,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location4,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location5,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location6,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location7,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location8,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location9,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location10,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location11,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location12,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location13,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location14,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location15,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location16,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location17,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location18,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location19,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
location20,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,2385,7948,0,,4734,1,0,0,1203,1203,,individuals ,1203,2019,1,1
