project_id,std_name,provider_name,location_name,type,level,service_group,domain,rating,publication_date,primary_cat,region,report_type
location873,CHANGES UK CIC,Changes UK Community Interest Company,Clarity House,Independent Healthcare Org,location,Overall,Overall,Inadequate,2019-09-23T00:00:00Z,Residential substance misuse,West Midlands,Location
location879,NEDCARE CIC,Nedcare Community Interest Company,NEDCare Community Interest Company,Social Care Org,location,Overall,Overall,Good,2018-07-28T00:00:00Z,Community based adult social care services,South West,Location
location885,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,City Health Care Partnership CIC - Sunshine House,Social Care Org,location,Overall,Overall,Good,2019-02-05T00:00:00Z,Residential social care,Yorkshire and The Humber,Location
location891,PAUL CLARKE (STAFFORDSHIRE) CIC,Paul Clarke (Staffordshire) Community Interest Company,Paul Clarke Home,Social Care Org,location,Overall,Overall,Requires improvement,2019-03-01T00:00:00Z,Residential social care,West Midlands,Location
location892,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,"Christmas Maltings, Clements & Keddington Surgery",Primary Medical Services,location,"Families, children and young people",Overall,Inadequate,2019-03-19T00:00:00Z,GP Practices,East of England,Location
location893,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,"Christmas Maltings, Clements & Keddington Surgery",Primary Medical Services,location,Older people,Overall,Inadequate,2019-03-19T00:00:00Z,GP Practices,East of England,Location
location899,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,"Christmas Maltings, Clements & Keddington Surgery",Primary Medical Services,location,Overall,Overall,Inadequate,2019-03-19T00:00:00Z,GP Practices,East of England,Location
location900,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,"Christmas Maltings, Clements & Keddington Surgery",Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Inadequate,2019-03-19T00:00:00Z,GP Practices,East of England,Location
location901,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,"Christmas Maltings, Clements & Keddington Surgery",Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Inadequate,2019-03-19T00:00:00Z,GP Practices,East of England,Location
location902,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,"Christmas Maltings, Clements & Keddington Surgery",Primary Medical Services,location,People with long term conditions,Overall,Inadequate,2019-03-19T00:00:00Z,GP Practices,East of England,Location
location903,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,"Christmas Maltings, Clements & Keddington Surgery",Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Inadequate,2019-03-19T00:00:00Z,GP Practices,East of England,Location
location909,HESTIA CARE AT HOME CIC,Hestia Care at Home CIC,Hestia Care at Home,Social Care Org,location,Overall,Overall,Outstanding,2019-05-02T00:00:00Z,Community based adult social care services,South West,Location
location910,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Kirkley Mill Surgery,Primary Medical Services,location,"Families, children and young people",Overall,Good,2019-09-24T00:00:00Z,GP Practices,East of England,Location
location911,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Kirkley Mill Surgery,Primary Medical Services,location,Older people,Overall,Good,2019-09-24T00:00:00Z,GP Practices,East of England,Location
location917,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Kirkley Mill Surgery,Primary Medical Services,location,Overall,Overall,Good,2019-09-24T00:00:00Z,GP Practices,East of England,Location
location918,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Kirkley Mill Surgery,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2019-09-24T00:00:00Z,GP Practices,East of England,Location
location919,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Kirkley Mill Surgery,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2019-09-24T00:00:00Z,GP Practices,East of England,Location
location920,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Kirkley Mill Surgery,Primary Medical Services,location,People with long term conditions,Overall,Requires improvement,2019-09-24T00:00:00Z,GP Practices,East of England,Location
location921,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Kirkley Mill Surgery,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Requires improvement,2019-09-24T00:00:00Z,GP Practices,East of England,Location
location927,FUTURE DIRECTIONS CIC,Future Directions CIC,Future Directions CIC,Social Care Org,location,Overall,Overall,Good,2017-03-16T00:00:00Z,Community based adult social care services,North West,Location
location933,BROMLEY HEALTHCARE CIC,Bromley Healthcare Community Interest Company,Global House,Independent Healthcare Org,location,Community health services for adults,Overall,Good,2017-06-07T00:00:00Z,Community health - NHS & Independent,London,Location
location939,BROMLEY HEALTHCARE CIC,Bromley Healthcare Community Interest Company,Global House,Independent Healthcare Org,location,Community health sexual health services,Overall,Good,2017-06-07T00:00:00Z,Community health - NHS & Independent,London,Location
location945,BROMLEY HEALTHCARE CIC,Bromley Healthcare Community Interest Company,Global House,Independent Healthcare Org,location,Overall,Overall,Good,2017-06-07T00:00:00Z,Community health - NHS & Independent,London,Location
location951,FUTURE DIRECTIONS CIC,Future Directions CIC,10 Spennithorne Road,Social Care Org,location,Overall,Overall,Good,2018-02-10T00:00:00Z,Residential social care,North West,Location
location957,PEGGY'S WORLD CIC,Peggy's World CiC,Peggy's World CiC,Social Care Org,location,Overall,Overall,Good,2019-01-05T00:00:00Z,Community based adult social care services,Yorkshire and The Humber,Location
location958,DHU HEALTH CARE CIC,DHU Health Care C.I.C.,The Practice Bowling Green Street,Primary Medical Services,location,"Families, children and young people",Overall,Inadequate,2019-09-18T00:00:00Z,GP Practices,East Midlands,Location
location959,DHU HEALTH CARE CIC,DHU Health Care C.I.C.,The Practice Bowling Green Street,Primary Medical Services,location,Older people,Overall,Inadequate,2019-09-18T00:00:00Z,GP Practices,East Midlands,Location
location965,DHU HEALTH CARE CIC,DHU Health Care C.I.C.,The Practice Bowling Green Street,Primary Medical Services,location,Overall,Overall,Inadequate,2019-09-18T00:00:00Z,GP Practices,East Midlands,Location
location966,DHU HEALTH CARE CIC,DHU Health Care C.I.C.,The Practice Bowling Green Street,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Inadequate,2019-09-18T00:00:00Z,GP Practices,East Midlands,Location
location967,DHU HEALTH CARE CIC,DHU Health Care C.I.C.,The Practice Bowling Green Street,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Inadequate,2019-09-18T00:00:00Z,GP Practices,East Midlands,Location
location968,DHU HEALTH CARE CIC,DHU Health Care C.I.C.,The Practice Bowling Green Street,Primary Medical Services,location,People with long term conditions,Overall,Inadequate,2019-09-18T00:00:00Z,GP Practices,East Midlands,Location
location969,DHU HEALTH CARE CIC,DHU Health Care C.I.C.,The Practice Bowling Green Street,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Inadequate,2019-09-18T00:00:00Z,GP Practices,East Midlands,Location
location970,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Carfax NHS Medical Centre,Primary Medical Services,location,"Families, children and young people",Overall,Good,2018-11-01T00:00:00Z,GP Practices,South West,Location
location971,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Carfax NHS Medical Centre,Primary Medical Services,location,Older people,Overall,Good,2018-11-01T00:00:00Z,GP Practices,South West,Location
location977,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Carfax NHS Medical Centre,Primary Medical Services,location,Overall,Overall,Good,2018-11-01T00:00:00Z,GP Practices,South West,Location
location978,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Carfax NHS Medical Centre,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2018-11-01T00:00:00Z,GP Practices,South West,Location
location979,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Carfax NHS Medical Centre,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2018-11-01T00:00:00Z,GP Practices,South West,Location
location980,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Carfax NHS Medical Centre,Primary Medical Services,location,People with long term conditions,Overall,Good,2018-11-01T00:00:00Z,GP Practices,South West,Location
location981,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Carfax NHS Medical Centre,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2018-11-01T00:00:00Z,GP Practices,South West,Location
location987,MAIDS CARE CIC,Maids Care CIC,Maids Care CIC,Social Care Org,location,Overall,Overall,Good,2019-04-25T00:00:00Z,Community based adult social care services,South West,Location
location993,SPECTRUM COMMUNITY HEALTH CIC,Spectrum Community Health C.I.C.,Wigan Integrated Sexual Health Service,Independent Healthcare Org,location,Community health sexual health services,Overall,Good,2019-07-31T00:00:00Z,Community health - NHS & Independent,North West,Location
location999,SPECTRUM COMMUNITY HEALTH CIC,Spectrum Community Health C.I.C.,Wigan Integrated Sexual Health Service,Independent Healthcare Org,location,Overall,Overall,Good,2019-07-31T00:00:00Z,Community health - NHS & Independent,North West,Location
location1005,MIDLANDS PSYCHOLOGY CIC,Midlands Psychology C.I.C,The Hayes,Independent Healthcare Org,location,Overall,Overall,Good,2019-09-10T00:00:00Z,Mental health - community & hospital - independent,West Midlands,Location
location1011,MIDLANDS PSYCHOLOGY CIC,Midlands Psychology C.I.C,The Hayes,Independent Healthcare Org,location,Specialist community mental health services for children and young people,Overall,Good,2019-09-10T00:00:00Z,Mental health - community & hospital - independent,West Midlands,Location
location1017,FLEXIBLE COMMUNITY CARE CIC,Flexible Community Care CIC,Flexible Community Care - Haringey,Social Care Org,location,Overall,Overall,Good,2019-02-13T00:00:00Z,Community based adult social care services,London,Location
location1018,SALFORD PRIMARY CARE TOGETHER CIC,Salford Primary Care Together CIC,SPCT Practices - Little Hulton,Independent Healthcare Org,location,"Families, children and young people",Overall,Good,2019-06-24T00:00:00Z,GP Practices,North West,Location
location1019,SALFORD PRIMARY CARE TOGETHER CIC,Salford Primary Care Together CIC,SPCT Practices - Little Hulton,Independent Healthcare Org,location,Older people,Overall,Good,2019-06-24T00:00:00Z,GP Practices,North West,Location
location1025,SALFORD PRIMARY CARE TOGETHER CIC,Salford Primary Care Together CIC,SPCT Practices - Little Hulton,Independent Healthcare Org,location,Overall,Overall,Outstanding,2019-06-24T00:00:00Z,GP Practices,North West,Location
location1026,SALFORD PRIMARY CARE TOGETHER CIC,Salford Primary Care Together CIC,SPCT Practices - Little Hulton,Independent Healthcare Org,location,People experiencing poor mental health (including people with dementia),Overall,Outstanding,2019-06-24T00:00:00Z,GP Practices,North West,Location
location1027,SALFORD PRIMARY CARE TOGETHER CIC,Salford Primary Care Together CIC,SPCT Practices - Little Hulton,Independent Healthcare Org,location,People whose circumstances may make them vulnerable,Overall,Outstanding,2019-06-24T00:00:00Z,GP Practices,North West,Location
location1028,SALFORD PRIMARY CARE TOGETHER CIC,Salford Primary Care Together CIC,SPCT Practices - Little Hulton,Independent Healthcare Org,location,People with long term conditions,Overall,Good,2019-06-24T00:00:00Z,GP Practices,North West,Location
location1029,SALFORD PRIMARY CARE TOGETHER CIC,Salford Primary Care Together CIC,SPCT Practices - Little Hulton,Independent Healthcare Org,location,Working age people (including those recently retired and students),Overall,Good,2019-06-24T00:00:00Z,GP Practices,North West,Location
location1030,WELLSBOURNE HEALTHCARE CIC,Wellsbourne Healthcare CIC,Wellsbourne Health Centre,Primary Medical Services,location,"Families, children and young people",Overall,Good,2019-06-11T00:00:00Z,GP Practices,South East,Location
location1031,WELLSBOURNE HEALTHCARE CIC,Wellsbourne Healthcare CIC,Wellsbourne Health Centre,Primary Medical Services,location,Older people,Overall,Good,2019-06-11T00:00:00Z,GP Practices,South East,Location
location1037,WELLSBOURNE HEALTHCARE CIC,Wellsbourne Healthcare CIC,Wellsbourne Health Centre,Primary Medical Services,location,Overall,Overall,Good,2019-06-11T00:00:00Z,GP Practices,South East,Location
location1038,WELLSBOURNE HEALTHCARE CIC,Wellsbourne Healthcare CIC,Wellsbourne Health Centre,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2019-06-11T00:00:00Z,GP Practices,South East,Location
location1039,WELLSBOURNE HEALTHCARE CIC,Wellsbourne Healthcare CIC,Wellsbourne Health Centre,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2019-06-11T00:00:00Z,GP Practices,South East,Location
location1040,WELLSBOURNE HEALTHCARE CIC,Wellsbourne Healthcare CIC,Wellsbourne Health Centre,Primary Medical Services,location,People with long term conditions,Overall,Good,2019-06-11T00:00:00Z,GP Practices,South East,Location
location1041,WELLSBOURNE HEALTHCARE CIC,Wellsbourne Healthcare CIC,Wellsbourne Health Centre,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2019-06-11T00:00:00Z,GP Practices,South East,Location
location1042,WILLOW BANK PARTNERSHIP CIC,Willow Bank Partnership Community Interest Company,Willow Bank Partnership Community Interest Company,Primary Medical Services,location,"Families, children and young people",Overall,Good,2016-11-02T00:00:00Z,GP Practices,West Midlands,Location
location1043,WILLOW BANK PARTNERSHIP CIC,Willow Bank Partnership Community Interest Company,Willow Bank Partnership Community Interest Company,Primary Medical Services,location,Older people,Overall,Good,2016-11-02T00:00:00Z,GP Practices,West Midlands,Location
location1049,WILLOW BANK PARTNERSHIP CIC,Willow Bank Partnership Community Interest Company,Willow Bank Partnership Community Interest Company,Primary Medical Services,location,Overall,Overall,Good,2017-07-06T00:00:00Z,GP Practices,West Midlands,Location
location1050,WILLOW BANK PARTNERSHIP CIC,Willow Bank Partnership Community Interest Company,Willow Bank Partnership Community Interest Company,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2016-11-02T00:00:00Z,GP Practices,West Midlands,Location
location1051,WILLOW BANK PARTNERSHIP CIC,Willow Bank Partnership Community Interest Company,Willow Bank Partnership Community Interest Company,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Requires improvement,2016-11-02T00:00:00Z,GP Practices,West Midlands,Location
location1052,WILLOW BANK PARTNERSHIP CIC,Willow Bank Partnership Community Interest Company,Willow Bank Partnership Community Interest Company,Primary Medical Services,location,People with long term conditions,Overall,Requires improvement,2016-11-02T00:00:00Z,GP Practices,West Midlands,Location
location1053,WILLOW BANK PARTNERSHIP CIC,Willow Bank Partnership Community Interest Company,Willow Bank Partnership Community Interest Company,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2016-11-02T00:00:00Z,GP Practices,West Midlands,Location
location1059,KIDSGROVE CARE SOLUTIONS CIC,Kidsgrove Care Solutions CIC,50 Arbour Street,Social Care Org,location,Overall,Overall,Good,2019-05-08T00:00:00Z,Residential social care,West Midlands,Location
location1060,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Bentham Road Health Centre,Primary Medical Services,location,"Families, children and young people",Overall,Good,2017-07-26T00:00:00Z,GP Practices,North West,Location
location1061,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Bentham Road Health Centre,Primary Medical Services,location,Older people,Overall,Good,2017-07-26T00:00:00Z,GP Practices,North West,Location
location1067,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Bentham Road Health Centre,Primary Medical Services,location,Overall,Overall,Good,2017-07-26T00:00:00Z,GP Practices,North West,Location
location1068,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Bentham Road Health Centre,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2017-07-26T00:00:00Z,GP Practices,North West,Location
location1069,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Bentham Road Health Centre,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2017-07-26T00:00:00Z,GP Practices,North West,Location
location1070,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Bentham Road Health Centre,Primary Medical Services,location,People with long term conditions,Overall,Good,2017-07-26T00:00:00Z,GP Practices,North West,Location
location1071,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Bentham Road Health Centre,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2017-07-26T00:00:00Z,GP Practices,North West,Location
location1077,SUSSEX ELDERLY CARE CIC,Sussex Elderly Care Community Interest Company,Sussex Elderly Care Community Interest Company,Social Care Org,location,Overall,Overall,Requires improvement,2019-06-26T00:00:00Z,Community based adult social care services,South East,Location
location1078,SUNNYHILL HEALTHCARE CIC,Sunnyhill Healthcare C.I.C,Sunnyhill Healthcare C.I.C,Primary Medical Services,location,"Families, children and young people",Overall,Good,2017-03-17T00:00:00Z,GP Practices,East of England,Location
location1079,SUNNYHILL HEALTHCARE CIC,Sunnyhill Healthcare C.I.C,Sunnyhill Healthcare C.I.C,Primary Medical Services,location,Older people,Overall,Good,2017-03-17T00:00:00Z,GP Practices,East of England,Location
location1085,SUNNYHILL HEALTHCARE CIC,Sunnyhill Healthcare C.I.C,Sunnyhill Healthcare C.I.C,Primary Medical Services,location,Overall,Overall,Good,2017-03-17T00:00:00Z,GP Practices,East of England,Location
location1086,SUNNYHILL HEALTHCARE CIC,Sunnyhill Healthcare C.I.C,Sunnyhill Healthcare C.I.C,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2017-03-17T00:00:00Z,GP Practices,East of England,Location
location1087,SUNNYHILL HEALTHCARE CIC,Sunnyhill Healthcare C.I.C,Sunnyhill Healthcare C.I.C,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2017-03-17T00:00:00Z,GP Practices,East of England,Location
location1088,SUNNYHILL HEALTHCARE CIC,Sunnyhill Healthcare C.I.C,Sunnyhill Healthcare C.I.C,Primary Medical Services,location,People with long term conditions,Overall,Good,2017-03-17T00:00:00Z,GP Practices,East of England,Location
location1089,SUNNYHILL HEALTHCARE CIC,Sunnyhill Healthcare C.I.C,Sunnyhill Healthcare C.I.C,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2017-03-17T00:00:00Z,GP Practices,East of England,Location
location1095,RICHMOND HOUSE SOCIAL CARE SERVICES CIC,Richmond House Social Care Services CIC,Richmond House Social Care Services CIC,Social Care Org,location,Overall,Overall,Good,2019-08-06T00:00:00Z,Community based adult social care services,Yorkshire and The Humber,Location
location1096,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Middleton Health Centre,Primary Medical Services,location,"Families, children and young people",Overall,Outstanding,2016-06-02T00:00:00Z,GP Practices,North West,Location
location1097,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Middleton Health Centre,Primary Medical Services,location,Older people,Overall,Outstanding,2016-06-02T00:00:00Z,GP Practices,North West,Location
location1103,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Middleton Health Centre,Primary Medical Services,location,Overall,Overall,Outstanding,2016-06-02T00:00:00Z,GP Practices,North West,Location
location1104,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Middleton Health Centre,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Outstanding,2016-06-02T00:00:00Z,GP Practices,North West,Location
location1105,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Middleton Health Centre,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Outstanding,2016-06-02T00:00:00Z,GP Practices,North West,Location
location1106,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Middleton Health Centre,Primary Medical Services,location,People with long term conditions,Overall,Outstanding,2016-06-02T00:00:00Z,GP Practices,North West,Location
location1107,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Middleton Health Centre,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Outstanding,2016-06-02T00:00:00Z,GP Practices,North West,Location
location1108,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Hawthorn Medical Centre,Primary Medical Services,location,"Families, children and young people",Overall,Good,2017-06-21T00:00:00Z,GP Practices,North West,Location
location1109,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Hawthorn Medical Centre,Primary Medical Services,location,Older people,Overall,Good,2017-06-21T00:00:00Z,GP Practices,North West,Location
location1115,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Hawthorn Medical Centre,Primary Medical Services,location,Overall,Overall,Good,2017-06-21T00:00:00Z,GP Practices,North West,Location
location1116,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Hawthorn Medical Centre,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2017-06-21T00:00:00Z,GP Practices,North West,Location
location1117,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Hawthorn Medical Centre,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2017-06-21T00:00:00Z,GP Practices,North West,Location
location1118,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Hawthorn Medical Centre,Primary Medical Services,location,People with long term conditions,Overall,Good,2017-06-21T00:00:00Z,GP Practices,North West,Location
location1119,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Hawthorn Medical Centre,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2017-06-21T00:00:00Z,GP Practices,North West,Location
location1120,BOLTON COMMUNITY PRACTICE CIC,Bolton Community Practice C.I.C.,Bolton Community Practice CIC,Primary Medical Services,location,"Families, children and young people",Overall,Good,2016-12-01T00:00:00Z,GP Practices,North West,Location
location1121,BOLTON COMMUNITY PRACTICE CIC,Bolton Community Practice C.I.C.,Bolton Community Practice CIC,Primary Medical Services,location,Older people,Overall,Good,2016-12-01T00:00:00Z,GP Practices,North West,Location
location1127,BOLTON COMMUNITY PRACTICE CIC,Bolton Community Practice C.I.C.,Bolton Community Practice CIC,Primary Medical Services,location,Overall,Overall,Good,2016-12-01T00:00:00Z,GP Practices,North West,Location
location1128,BOLTON COMMUNITY PRACTICE CIC,Bolton Community Practice C.I.C.,Bolton Community Practice CIC,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2016-12-01T00:00:00Z,GP Practices,North West,Location
location1129,BOLTON COMMUNITY PRACTICE CIC,Bolton Community Practice C.I.C.,Bolton Community Practice CIC,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Outstanding,2016-12-01T00:00:00Z,GP Practices,North West,Location
location1130,BOLTON COMMUNITY PRACTICE CIC,Bolton Community Practice C.I.C.,Bolton Community Practice CIC,Primary Medical Services,location,People with long term conditions,Overall,Good,2016-12-01T00:00:00Z,GP Practices,North West,Location
location1131,BOLTON COMMUNITY PRACTICE CIC,Bolton Community Practice C.I.C.,Bolton Community Practice CIC,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2016-12-01T00:00:00Z,GP Practices,North West,Location
location1137,SPDNS NURSE CARE CIC,SPDNS Nurse Care Community Interest Company,Hospice at Home,Social Care Org,location,Overall,Overall,Outstanding,2019-08-21T00:00:00Z,Community based adult social care services,East of England,Location
location1138,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,City Health Care Partnership CIC - The Wolds Primary Care Practice,Primary Medical Services,location,"Families, children and young people",Overall,Good,2016-11-30T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1139,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,City Health Care Partnership CIC - The Wolds Primary Care Practice,Primary Medical Services,location,Older people,Overall,Good,2016-11-30T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1145,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,City Health Care Partnership CIC - The Wolds Primary Care Practice,Primary Medical Services,location,Overall,Overall,Good,2018-09-19T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1146,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,City Health Care Partnership CIC - The Wolds Primary Care Practice,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2016-11-30T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1147,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,City Health Care Partnership CIC - The Wolds Primary Care Practice,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2016-11-30T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1148,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,City Health Care Partnership CIC - The Wolds Primary Care Practice,Primary Medical Services,location,People with long term conditions,Overall,Good,2016-11-30T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1149,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,City Health Care Partnership CIC - The Wolds Primary Care Practice,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2016-11-30T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1150,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,City Health Care Partnership CIC - Kingston Medical Centre,Primary Medical Services,location,"Families, children and young people",Overall,Good,2016-11-08T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1151,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,City Health Care Partnership CIC - Kingston Medical Centre,Primary Medical Services,location,Older people,Overall,Good,2016-11-08T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1157,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,City Health Care Partnership CIC - Kingston Medical Centre,Primary Medical Services,location,Overall,Overall,Good,2016-11-08T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1158,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,City Health Care Partnership CIC - Kingston Medical Centre,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2016-11-08T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1159,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,City Health Care Partnership CIC - Kingston Medical Centre,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2016-11-08T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1160,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,City Health Care Partnership CIC - Kingston Medical Centre,Primary Medical Services,location,People with long term conditions,Overall,Good,2016-11-08T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1161,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,City Health Care Partnership CIC - Kingston Medical Centre,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2016-11-08T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1167,INCLUSION HEALTHCARE SOCIAL ENTERPRISE CIC,Inclusion Healthcare Social Enterprise CIC,Inclusion Healthcare Social Enterprise CIC,Primary Medical Services,location,Overall,Overall,Outstanding,2015-02-05T00:00:00Z,GP Practices,East Midlands,Location
location1168,INCLUSION HEALTHCARE SOCIAL ENTERPRISE CIC,Inclusion Healthcare Social Enterprise CIC,Inclusion Healthcare Social Enterprise CIC,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Outstanding,2015-02-05T00:00:00Z,GP Practices,East Midlands,Location
