project_id,std_name,founded,SIC,SIC2,CLS,health_social,healthcare,smallcompanies,group,allocatedshares,aggregatevalue,shareholder,shareholder2,totalissueshares,mutuals,currentasset,currentliabilities,calledupshare,totalequity,employee-owned,spinout,dissolved,reported
location555,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
location556,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
location557,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider169,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider170,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider171,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider172,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider173,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider174,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider175,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider176,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider177,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider178,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider179,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider180,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider181,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider182,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider183,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider184,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider185,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider186,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider187,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider188,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider189,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider190,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider191,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
provider192,LOCALA COMMUNITY PARTNERSHIPS CIC,2011,86101 - Hospital activities,"86210 - General medical practice activities
86230 - Dental practice activities
86900 - Other human health activities",1,healthcare,1,1,0,1203,1203,NA,individuals,1203,1,9425000,8026000,1,3798000,1,1,0,2019
location982,MAIDS CARE CIC,2017,87900 - Other residential care activities not elsewhere classified,NA,1,socialcare,0,1,0,200,200,NA,individuals,200,0,1294,22631,0,-23886,0,0,0,2019
location983,MAIDS CARE CIC,2017,87900 - Other residential care activities not elsewhere classified,NA,1,socialcare,0,1,0,200,200,NA,individuals,200,0,1294,22631,0,-23886,0,0,0,2019
location984,MAIDS CARE CIC,2017,87900 - Other residential care activities not elsewhere classified,NA,1,socialcare,0,1,0,200,200,NA,individuals,200,0,1294,22631,0,-23886,0,0,0,2019
location985,MAIDS CARE CIC,2017,87900 - Other residential care activities not elsewhere classified,NA,1,socialcare,0,1,0,200,200,NA,individuals,200,0,1294,22631,0,-23886,0,0,0,2019
location986,MAIDS CARE CIC,2017,87900 - Other residential care activities not elsewhere classified,NA,1,socialcare,0,1,0,200,200,NA,individuals,200,0,1294,22631,0,-23886,0,0,0,2019
location987,MAIDS CARE CIC,2017,87900 - Other residential care activities not elsewhere classified,NA,1,socialcare,0,1,0,200,200,NA,individuals,200,0,1294,22631,0,-23886,0,0,0,2019
location97,MEADOWAY HOMES CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location98,MEADOWAY HOMES CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location99,MEADOWAY HOMES CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location100,MEADOWAY HOMES CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location101,MEADOWAY HOMES CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location102,MEADOWAY HOMES CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location25,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location26,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location27,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location28,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location29,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location30,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location31,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location32,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location33,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location34,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location35,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location36,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location37,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location38,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location39,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location40,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location41,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location42,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location457,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location458,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location459,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location460,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location461,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location462,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location463,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location464,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location465,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location466,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location467,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location468,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location558,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location559,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location560,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location561,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location562,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location563,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location564,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location565,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location566,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location567,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location568,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location569,MEDWAY COMMUNITY HEALTHCARE CIC,2008,86900 - Other human health activities,NA,1,healthcare,1,1,0,57,57,NA,individuals,57,1,14733000,12804000,2,3977000,1,0,0,2019
location743,MEEBBB HEALTH CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location744,MEEBBB HEALTH CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location745,MEEBBB HEALTH CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location746,MEEBBB HEALTH CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location747,MEEBBB HEALTH CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location748,MEEBBB HEALTH CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location749,MEEBBB HEALTH CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location750,MEEBBB HEALTH CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location751,MEEBBB HEALTH CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location752,MEEBBB HEALTH CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location753,MEEBBB HEALTH CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location754,MEEBBB HEALTH CIC,.,.,.,999,999,999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2019
location1000,MIDLANDS PSYCHOLOGY CIC,2010,86900 - Other human health activities,NA,1,healthcare,1,NA,0,489,489,NA,individuals,489,0,555030,252217,57,743007,0,0,0,2019
location1001,MIDLANDS PSYCHOLOGY CIC,2010,86900 - Other human health activities,NA,1,healthcare,1,NA,0,489,489,NA,individuals,489,0,555030,252217,57,743007,0,0,0,2019
location1002,MIDLANDS PSYCHOLOGY CIC,2010,86900 - Other human health activities,NA,1,healthcare,1,NA,0,489,489,NA,individuals,489,0,555030,252217,57,743007,0,0,0,2019
location1003,MIDLANDS PSYCHOLOGY CIC,2010,86900 - Other human health activities,NA,1,healthcare,1,NA,0,489,489,NA,individuals,489,0,555030,252217,57,743007,0,0,0,2019
location1004,MIDLANDS PSYCHOLOGY CIC,2010,86900 - Other human health activities,NA,1,healthcare,1,NA,0,489,489,NA,individuals,489,0,555030,252217,57,743007,0,0,0,2019
location1005,MIDLANDS PSYCHOLOGY CIC,2010,86900 - Other human health activities,NA,1,healthcare,1,NA,0,489,489,NA,individuals,489,0,555030,252217,57,743007,0,0,0,2019
location1006,MIDLANDS PSYCHOLOGY CIC,2010,86900 - Other human health activities,NA,1,healthcare,1,NA,0,489,489,NA,individuals,489,0,555030,252217,57,743007,0,0,0,2019
location1007,MIDLANDS PSYCHOLOGY CIC,2010,86900 - Other human health activities,NA,1,healthcare,1,NA,0,489,489,NA,individuals,489,0,555030,252217,57,743007,0,0,0,2019
location1008,MIDLANDS PSYCHOLOGY CIC,2010,86900 - Other human health activities,NA,1,healthcare,1,NA,0,489,489,NA,individuals,489,0,555030,252217,57,743007,0,0,0,2019
location1009,MIDLANDS PSYCHOLOGY CIC,2010,86900 - Other human health activities,NA,1,healthcare,1,NA,0,489,489,NA,individuals,489,0,555030,252217,57,743007,0,0,0,2019
location1010,MIDLANDS PSYCHOLOGY CIC,2010,86900 - Other human health activities,NA,1,healthcare,1,NA,0,489,489,NA,individuals,489,0,555030,252217,57,743007,0,0,0,2019
location1011,MIDLANDS PSYCHOLOGY CIC,2010,86900 - Other human health activities,NA,1,healthcare,1,NA,0,489,489,NA,individuals,489,0,555030,252217,57,743007,0,0,0,2019
location469,NATIONAL CENTRE FOR INTEGRATIVE MEDICINE CIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA
location470,NATIONAL CENTRE FOR INTEGRATIVE MEDICINE CIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA
location471,NATIONAL CENTRE FOR INTEGRATIVE MEDICINE CIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA
location472,NATIONAL CENTRE FOR INTEGRATIVE MEDICINE CIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA
location473,NATIONAL CENTRE FOR INTEGRATIVE MEDICINE CIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA
provider61,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider62,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider63,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider64,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider65,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider66,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider67,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider68,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider69,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider70,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider71,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider72,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider73,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider74,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider75,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider76,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider77,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider78,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider79,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider80,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider81,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider82,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider83,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider84,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider85,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider86,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
provider87,NAVIGO HEALTH AND SOCIAL CARE CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,NA,0,427,427,NA,individuals,427,1,6848873,6032271,1,4925231,0,1,1,2019
